student_id,standard,subject,parent_involvement,term_marks,study_time,quiz_accuracy,assignment_score,attendance_rate,total_attendance_days,video_completion,practice_attempts,session_consistency,pause_frequency,rewind_frequency,extracurricular_hours,discipline_incidents,engagement_score,risk_level
3424,9th,History,Medium,92,267,0.5134973606862863,68,0.5229690431429819,115,0.5167009170829515,12,6,8,3,16,1,0.7226803668331807,MEDIUM
3425,11th,History,Medium,94,214,0.6605885341185432,40,0.3796814601852255,83,0.9682965273058932,10,6,1,3,16,2,0.8059852775890239,MEDIUM
3426,11th,English,Medium,30,289,0.3336526888065283,42,0.7306685004705165,160,0.6938700743345936,11,1,4,3,12,1,0.8095480297338375,MEDIUM
3427,11th,History,High,89,253,0.6235735761533744,95,0.4568853315823612,100,0.2517936024223808,0,7,5,4,17,2,0.4380507743022857,MEDIUM
3428,9th,Computer Science,Medium,53,86,0.3168568383732485,76,0.7770324857687114,170,0.5033429451962806,5,6,10,7,19,0,0.3826705114118456,MEDIUM
3429,9th,History,Low,69,180,0.501800744983516,83,0.8876269676089172,195,0.7967771568513093,4,5,4,3,4,2,0.6120441960738571,MEDIUM
3430,11th,Computer Science,Medium,63,24,0.21043512940357634,48,0.3863487600148569,84,0.48101506017291373,8,6,5,6,12,1,0.3310726907358322,HIGH
3431,12th,Science,Medium,33,221,0.13357049307533037,46,0.6063263715549105,133,0.3785800832981727,11,1,2,8,6,2,0.5927653666526025,HIGH
3432,12th,Computer Science,High,91,48,0.3885285753925606,25,0.6114455885441619,134,0.9920944689222299,6,7,8,5,3,1,0.540837787568892,MEDIUM
3433,10th,Mathematics,Medium,44,174,0.3471145755847673,40,0.7427751430580058,163,0.9420734211510061,0,4,1,3,12,3,0.6088293684604025,HIGH
3434,11th,Mathematics,High,87,273,0.46624232082821204,90,0.5340855501582975,117,0.9474043323915627,12,3,1,4,16,2,0.9029617329566252,MEDIUM
3435,10th,Mathematics,Low,69,34,0.9657843580003057,60,0.5929984089121461,130,0.21850527670546394,9,4,4,7,7,3,0.2527354440155189,MEDIUM
3436,12th,English,High,51,216,0.5700063652932956,99,0.30839387081977865,67,0.31082973112824586,5,3,10,3,2,1,0.47899855911796496,MEDIUM
3437,10th,English,Medium,74,208,0.5978590355230808,24,0.3856981378282815,84,0.49786026234925684,10,5,9,3,15,0,0.6098107716063694,MEDIUM
3438,11th,English,Low,97,159,0.9474409349086368,34,0.6989034696885028,153,0.8489163324093024,6,7,2,6,1,2,0.631566532963721,MEDIUM
3439,11th,Computer Science,Medium,44,6,0.9290324238326497,40,0.4511270602065196,99,0.7631447862048608,2,4,1,5,0,0,0.339924581148611,MEDIUM
3440,11th,English,High,98,268,0.8957007585103761,77,0.40120382285746253,88,0.8647006556371862,13,1,5,0,7,0,0.8765469289215412,LOW
3441,9th,Science,Low,71,125,0.18819526782674173,23,0.5270889375749142,115,0.9286869620416338,8,5,5,8,2,0,0.644808118149987,MEDIUM
3442,10th,Mathematics,Low,75,89,0.6708676694682973,88,0.4144749864531864,91,0.8026901587454681,10,4,6,4,16,1,0.5730760634981873,MEDIUM
3443,12th,Computer Science,High,41,41,0.8272890824441607,26,0.34173570553467203,75,0.3355930091304804,13,5,3,1,18,1,0.36223720365219214,MEDIUM
3444,12th,Mathematics,High,66,158,0.8520172206193855,54,0.49870077440092275,109,0.3569011141484524,13,7,7,4,15,3,0.526760445659381,MEDIUM
3445,12th,English,Low,89,201,0.6201164282517065,55,0.41505090895588576,91,0.41723891346078856,10,7,2,7,19,3,0.5682288987176488,MEDIUM
3446,9th,Computer Science,Low,70,281,0.1157459927375522,34,0.8595770196343855,189,0.37276783015025583,1,3,9,5,9,3,0.5371071320601023,HIGH
3447,9th,History,High,85,287,0.9763416114775616,21,0.3438598768514642,75,0.3241890547328018,0,5,0,7,14,0,0.5123422885597875,MEDIUM
3448,11th,Science,Medium,89,90,0.5249770324823093,76,0.8232102657366844,181,0.777237453888168,15,7,4,4,6,3,0.6308949815552672,MEDIUM
3449,12th,English,Low,94,124,0.4542363057462384,24,0.5679574432382413,124,0.1305919458103431,9,1,5,3,15,2,0.3375701116574706,HIGH
3450,9th,English,High,84,125,0.4554538423095368,90,0.7727249165445764,169,0.7555543642855586,9,4,10,2,16,1,0.5888884123808902,MEDIUM
3451,11th,Science,Medium,41,51,0.4817357920524399,51,0.3368826054333724,74,0.8412073943634711,11,3,2,1,19,3,0.5511496244120552,HIGH
3452,12th,Science,Low,60,102,0.3179626463554777,91,0.9444927963526997,207,0.15943963901033606,8,5,1,8,12,1,0.3064425222708011,MEDIUM
3453,10th,History,Low,96,186,0.39460026317484687,60,0.8371629880761264,184,0.15566239648089658,6,2,2,0,9,0,0.39026495859235866,MEDIUM
3454,11th,English,High,66,204,0.9868218487972653,61,0.3981001503119583,87,0.35691742260397086,9,3,2,1,8,1,0.5347669690415884,MEDIUM
3455,9th,English,Medium,79,13,0.4313512002304848,94,0.4531490597191522,99,0.2874761340414987,12,3,6,5,6,2,0.2923237869499329,MEDIUM
3456,9th,Mathematics,Low,41,103,0.5740525148264101,84,0.7507973628476401,165,0.623020306321174,10,1,0,5,11,1,0.5198747891951363,MEDIUM
3457,11th,Computer Science,Medium,23,116,0.8634648393776967,59,0.9450938230060453,207,0.7079063891514702,0,1,10,0,0,1,0.43782922232725474,MEDIUM
3458,11th,Computer Science,Medium,63,92,0.5746850299979772,57,0.6120826737043634,134,0.6707277964938922,3,5,3,7,15,2,0.43095778526422357,MEDIUM
3459,9th,Mathematics,Low,60,143,0.39200807945635086,61,0.6399429565152639,140,0.4216126332360005,9,2,10,3,3,2,0.4793117199610669,MEDIUM
3460,10th,Computer Science,Medium,57,109,0.5713758792266771,56,0.4664601829723207,102,0.5485580511522726,12,3,2,6,13,3,0.5247565537942425,MEDIUM
3461,12th,Science,Low,36,162,0.20267767939518772,75,0.5681076129347925,124,0.675991746553707,2,5,9,8,16,1,0.5130633652881494,HIGH
3462,10th,Computer Science,Medium,36,52,0.21700625970949286,90,0.500212391981214,110,0.20748364192573326,10,6,10,1,11,3,0.28566012343696,HIGH
3463,11th,Computer Science,Low,64,2,0.724696779007602,74,0.5453998047464692,119,0.3065607230085047,6,2,6,6,14,3,0.20529095587006857,HIGH
3464,10th,Mathematics,High,65,67,0.9257145915337711,73,0.314418337328743,69,0.9014465385875645,15,5,0,0,11,2,0.6499119487683591,MEDIUM
3465,9th,History,Low,27,245,0.7531103201396665,41,0.3287425212705664,72,0.40809373889420286,4,3,7,2,2,1,0.5432374955576812,HIGH
3466,11th,Computer Science,Low,34,137,0.16715191659162149,46,0.7764805737362319,170,0.8210407437277347,8,5,9,3,9,2,0.6177496308244272,HIGH
3467,12th,Computer Science,Low,52,286,0.4626060499279051,66,0.7772566322458401,170,0.3258907771034296,10,1,6,2,19,0,0.6450229775080385,MEDIUM
3468,9th,History,Medium,68,65,0.10229822944125737,57,0.5311614202350845,116,0.1374763163824197,2,1,7,7,16,1,0.16832385988630122,HIGH
3469,9th,Mathematics,High,29,154,0.5600860689930696,58,0.9198236777276858,202,0.5503605332260687,10,4,7,6,13,0,0.5588108799570941,MEDIUM
3470,12th,History,Medium,81,86,0.27388403639366626,34,0.48627848133994633,106,0.9032338392062378,15,2,10,2,12,1,0.6759602023491618,MEDIUM
3471,12th,Mathematics,Medium,74,32,0.881331983855791,85,0.5770493473817255,126,0.837356094227924,15,6,8,6,12,3,0.5776091043578363,MEDIUM
3472,10th,Science,Low,77,67,0.19390154758217415,80,0.8119629369982091,178,0.32764525203204087,5,3,0,1,7,2,0.28705810081281635,HIGH
3473,11th,Mathematics,Medium,82,186,0.10129005878232737,79,0.8204976824534902,180,0.9189421969819124,9,2,8,2,13,0,0.7355768787927649,MEDIUM
3474,12th,Science,Low,30,191,0.5060314388023843,27,0.9028160338936286,198,0.5317443054246729,1,1,0,6,1,1,0.48069772216986917,HIGH
3475,12th,Science,High,54,212,0.23988997353316527,63,0.3203413293341737,70,0.14409910340980306,2,6,2,4,18,3,0.3669729746972546,HIGH
3476,11th,Mathematics,Medium,23,87,0.7641877440476454,62,0.4286310767988109,94,0.12513215779097656,3,3,6,8,1,2,0.20605286311639062,HIGH
3477,12th,English,Medium,85,107,0.9279412586032555,25,0.7484002394690425,164,0.5366023606029925,15,4,7,7,11,2,0.5573076109078636,MEDIUM
3478,12th,Mathematics,Medium,52,239,0.13774421287231045,46,0.5367398384654826,118,0.5916905701424346,5,1,4,5,19,0,0.6220095613903072,HIGH
3479,10th,Computer Science,Low,92,215,0.45602390072448706,64,0.3304931696516077,72,0.17192162852433135,10,1,0,3,11,3,0.4887686514097326,HIGH
3480,9th,Computer Science,Low,54,176,0.9971334784638547,42,0.7105266717346819,156,0.930016588352661,0,6,2,2,18,1,0.6066733020077311,MEDIUM
3481,9th,English,Medium,57,52,0.7594047730006017,100,0.5751512389253681,126,0.7463951456417407,14,2,6,5,15,0,0.5545580582566964,MEDIUM
3482,9th,Science,Medium,97,48,0.9578688793352264,32,0.554866400980812,122,0.8211541226380676,14,7,1,8,1,1,0.5791283157218937,MEDIUM
3483,9th,English,High,76,113,0.24767495669454,87,0.48505499928007806,106,0.6256209260947164,5,5,1,4,7,3,0.4675817037712199,MEDIUM
3484,12th,Computer Science,High,52,94,0.2992317035427582,83,0.30419852518187385,66,0.6971896685390632,3,7,8,6,1,2,0.44420920074895864,HIGH
3485,11th,English,High,63,24,0.23933011653714337,44,0.4276520118794388,94,0.44907420684440835,7,2,5,6,9,2,0.3049630160710967,HIGH
3486,11th,Mathematics,High,72,131,0.3721321303983445,71,0.6319647084730236,139,0.711367376449684,8,1,3,6,15,2,0.565880283913207,MEDIUM
3487,10th,English,High,99,178,0.7519456614961467,67,0.49301551716146474,108,0.9803646022638425,7,2,9,8,6,1,0.7228125075722037,MEDIUM
3488,10th,Science,Low,39,144,0.2484519946823694,80,0.9120720754844185,200,0.682944319549872,7,5,8,1,18,1,0.5585110611532822,MEDIUM
3489,12th,Mathematics,High,82,197,0.5718106340949597,36,0.4000997635094565,88,0.4074703505858528,12,4,6,7,19,2,0.5856548069010078,MEDIUM
3490,11th,History,High,70,83,0.3422889272029583,59,0.9127382009253411,200,0.35671521014422103,12,3,6,1,2,1,0.4133527507243551,MEDIUM
3491,11th,Computer Science,Medium,33,156,0.8462762012232238,94,0.583378065946995,128,0.9670113467623568,1,1,7,0,16,1,0.6081378720382761,MEDIUM
3492,9th,Computer Science,Low,54,84,0.10593316480504511,88,0.49308821914809986,108,0.26650206739725857,13,2,2,5,7,2,0.3919341602922368,HIGH
3493,12th,English,High,64,252,0.3008034626848001,45,0.5130043009603876,112,0.8255769505026578,9,1,1,1,3,2,0.7862307802010632,MEDIUM
3494,12th,Mathematics,High,52,71,0.6447166818149638,99,0.5310495549802945,116,0.518736062807883,1,3,0,4,0,1,0.3154944251231532,MEDIUM
3495,9th,History,High,80,222,0.1870394517764583,75,0.6545947892776647,144,0.4993837789175205,15,2,1,0,17,1,0.6957535115670082,MEDIUM
3496,12th,Mathematics,Medium,91,275,0.5196809943513907,59,0.5477176178846631,120,0.772784009180964,5,4,2,6,0,3,0.742446937005719,MEDIUM
3497,12th,Computer Science,Medium,72,282,0.4925865668341327,87,0.7530444429267313,165,0.23323458704134908,14,3,4,0,8,0,0.6559605014832063,MEDIUM
3498,10th,Mathematics,Medium,97,263,0.8672707061395872,27,0.5976253049580518,131,0.5196663335304285,4,5,7,7,13,1,0.6118665334121715,MEDIUM
3499,11th,History,High,97,245,0.6628574738501319,92,0.7701505967778948,169,0.1322503189909735,5,5,10,4,6,3,0.4462334609297227,MEDIUM
3500,12th,English,Medium,69,60,0.6757318559431924,64,0.7230984928461214,159,0.7033661393603224,8,1,10,4,7,3,0.4680131224107957,MEDIUM
3501,10th,Science,High,34,258,0.9566268416102494,36,0.47111778070048294,103,0.15253955555829973,11,5,2,2,7,0,0.5516824888899866,MEDIUM
3502,11th,Mathematics,Low,61,6,0.9841243377910376,60,0.8689413014950618,191,0.17855991790649828,9,2,6,1,0,3,0.1994239671625993,MEDIUM
3503,9th,Science,High,39,187,0.6880552589375547,96,0.8592870274410465,189,0.8603437431062828,6,5,10,5,2,3,0.6734708305758466,MEDIUM
3504,10th,Computer Science,Medium,87,3,0.5698013051368488,28,0.9922863269114628,218,0.49865966831433517,4,4,10,3,8,1,0.2567972006590674,MEDIUM
3505,10th,English,Low,26,230,0.6471280526183919,89,0.4225350941034195,92,0.2808781196934183,9,6,4,3,7,0,0.539017914544034,MEDIUM
3506,11th,English,High,85,132,0.4441993345487444,43,0.8934867534915798,196,0.6333261183598419,6,2,4,5,4,0,0.5093304473439368,MEDIUM
3507,9th,Mathematics,Low,92,124,0.9887109552640696,92,0.9103866457798306,200,0.5673549381260783,7,6,7,1,0,3,0.485608641917098,LOW
3508,10th,English,Low,42,14,0.7345191335471729,30,0.749514916621659,164,0.4698174940685723,10,1,9,1,1,3,0.33992699762742895,HIGH
3509,12th,Mathematics,Low,55,12,0.36190611494124825,54,0.6544693444478833,143,0.9148753600744126,11,1,4,3,9,2,0.5286168106964317,MEDIUM
3510,12th,Mathematics,High,31,117,0.15198966907486158,48,0.9700816893183233,213,0.7745121983371114,0,7,9,5,13,1,0.4658048793348446,HIGH
3511,12th,Science,Medium,42,239,0.14024973623677106,27,0.9808843495134305,215,0.23643358412976698,9,5,6,1,14,3,0.5332401003185734,HIGH
3512,9th,English,High,30,262,0.2844216824738853,36,0.7491882194395407,164,0.6136971849526779,10,5,9,6,9,2,0.7281455406477377,HIGH
3513,10th,Mathematics,Medium,20,5,0.30962174882780047,90,0.5516919005469136,121,0.1798695106342904,10,1,7,7,8,2,0.21194780425371618,HIGH
3514,12th,Science,High,96,230,0.47354094455851026,31,0.8720156284261606,191,0.3201885733985259,6,2,7,8,11,1,0.5147420960260771,MEDIUM
3515,9th,History,High,58,29,0.2933614104726284,98,0.36247882705044604,79,0.9188743120485764,3,3,2,5,9,2,0.44621639148609726,HIGH
3516,12th,Science,High,89,21,0.6678193877755702,69,0.5034169508208505,110,0.515871933137418,4,1,3,1,8,3,0.2876821065883005,MEDIUM
3517,11th,Science,Medium,50,155,0.2901292577295236,43,0.9898880063409952,217,0.9028954914559315,12,7,7,5,17,2,0.7278248632490394,MEDIUM
3518,10th,Mathematics,High,28,117,0.2690888850470314,56,0.8700333710448787,191,0.24939906903240772,1,4,4,7,18,2,0.2690929609462964,HIGH
3519,10th,Computer Science,Low,75,192,0.524113293520333,97,0.9577077300983865,210,0.284807572760475,9,2,0,0,18,3,0.48992302910419,MEDIUM
3520,9th,Computer Science,High,37,194,0.8998017393914369,30,0.7163561999700299,157,0.41754225076038354,4,3,6,5,16,2,0.47901690030415345,HIGH
3521,9th,Computer Science,Low,78,167,0.5214749386407708,100,0.5853707207036811,128,0.4296930780335201,8,7,2,0,1,0,0.5012105645467414,MEDIUM
3522,10th,Science,Medium,86,238,0.4724638701149504,78,0.9857830723737264,216,0.7707495432075618,0,7,1,5,9,1,0.6256331506163582,MEDIUM
3523,12th,Mathematics,Medium,22,243,0.6202854167137379,74,0.5165979101000083,113,0.6394695057715347,2,3,9,3,4,3,0.6064544689752807,HIGH
3524,12th,English,High,49,68,0.33149231087646563,46,0.8301899952362464,182,0.5979244833519671,3,7,4,2,6,1,0.3698364600074535,HIGH
3525,11th,Science,High,83,94,0.418092899041391,86,0.6907448705301458,151,0.6421379561452846,8,2,0,2,5,3,0.4888551824581139,MEDIUM
3526,12th,Science,High,89,76,0.29245173010041753,79,0.4599550018601257,101,0.7589722352710682,1,1,8,3,1,2,0.4182555607750939,HIGH
3527,9th,Mathematics,Low,21,170,0.6146289951469153,21,0.31223830118597984,68,0.9035349747481799,15,3,9,2,7,1,0.7880806565659386,MEDIUM
3528,9th,History,Medium,39,0,0.7276488054122938,87,0.5686348633528584,125,0.4732659608294981,6,4,4,8,3,3,0.26930638433179926,MEDIUM
3529,12th,Science,Low,100,61,0.7063287768915146,37,0.683379775014116,150,0.8226333486311189,15,6,5,3,17,0,0.610386672785781,MEDIUM
3530,9th,History,Low,100,206,0.3293360361682856,39,0.4282332806674266,94,0.5455871947774258,8,2,6,0,3,3,0.5995682112443037,HIGH
3531,10th,History,High,48,153,0.8016833851731703,82,0.5901884201028587,129,0.7498704182945845,11,5,8,3,7,2,0.6506148339845006,MEDIUM
3532,10th,Computer Science,High,28,273,0.3303582987249372,97,0.7306329514612719,160,0.8873414092537908,9,6,10,0,16,2,0.8389365637015164,MEDIUM
3533,12th,Mathematics,Low,23,47,0.23528039614098667,91,0.8004461884947871,176,0.12899334012835037,3,1,4,2,13,2,0.15426400271800683,HIGH
3534,10th,History,Low,59,136,0.41482787381847497,21,0.33691977093457615,74,0.5919667798031024,4,7,3,3,7,0,0.4714533785879077,HIGH
3535,10th,Mathematics,High,74,0,0.6379696802537946,61,0.7649265752616525,168,0.9904425638144279,11,2,2,3,13,1,0.5428436921924378,MEDIUM
3536,11th,Computer Science,High,32,234,0.22780163692395822,47,0.3396671162144039,74,0.5466019730702177,11,4,4,8,7,0,0.6773074558947538,HIGH
3537,11th,Mathematics,Low,25,255,0.6832784008976106,48,0.31972984675154065,70,0.8778733143415229,11,6,9,5,13,1,0.837815992403276,MEDIUM
3538,10th,Science,High,92,106,0.8767611966281419,88,0.406688418137354,89,0.2673098671751465,9,6,9,2,10,3,0.36825728020339193,MEDIUM
3539,12th,History,High,45,172,0.36382645923226353,47,0.7575508400480957,166,0.6438583812216985,3,3,2,6,8,0,0.5268766858220127,HIGH
3540,11th,Mathematics,Low,60,129,0.5051859545036076,79,0.33697501001911967,74,0.8832753669110007,11,1,4,3,16,0,0.6719768134310671,MEDIUM
3541,9th,English,Low,61,293,0.3054793830626603,24,0.3146273485439019,69,0.48837981845689404,6,1,7,6,16,3,0.6660185940494243,HIGH
3542,9th,Mathematics,Medium,97,39,0.4251355561633554,34,0.38257165794328774,84,0.5380498530145393,7,2,1,1,11,2,0.3605532745391491,HIGH
3543,9th,History,Low,80,15,0.11977351372225668,92,0.9648046934973997,212,0.173816114004116,7,2,3,6,19,2,0.18285977893497973,MEDIUM
3544,12th,Computer Science,High,81,126,0.9583924565915444,51,0.9350944249490516,205,0.13795488275554452,14,4,7,7,1,3,0.40984861976888454,MEDIUM
3545,10th,Computer Science,Low,87,202,0.47430119189097564,71,0.3605261825697578,79,0.5218374696246849,13,7,4,6,16,2,0.6514016545165406,MEDIUM
3546,9th,History,Low,40,133,0.8099830988362722,56,0.5128092284615942,112,0.8591277984770205,13,7,7,5,19,3,0.694317786057475,MEDIUM
3547,12th,Science,Low,50,258,0.22837909362085868,34,0.9631047073330867,211,0.9381918449032434,14,5,5,3,10,0,0.9059434046279641,MEDIUM
3548,11th,Science,Medium,62,13,0.8311195396903589,60,0.36838137141955085,81,0.692787703115148,2,2,0,8,8,0,0.3211150812460592,MEDIUM
3549,10th,Computer Science,Medium,40,65,0.8741325798659809,23,0.36621718738672393,80,0.8437587394011556,15,6,4,0,17,1,0.624170162427129,MEDIUM
3550,11th,Computer Science,High,48,194,0.7439294158189113,72,0.3602027284143102,79,0.7613687463925648,1,2,9,4,5,0,0.5765474985570259,MEDIUM
3551,12th,History,Medium,74,113,0.9128874924850648,46,0.9835333673690732,216,0.7313372442103685,5,2,1,0,3,1,0.5098682310174808,MEDIUM
3552,9th,Science,Low,77,158,0.2504774165213227,40,0.8201759592977027,180,0.7921297889080828,11,7,6,0,13,2,0.6741852488965665,MEDIUM
3553,9th,Computer Science,Medium,43,160,0.528833645909758,79,0.45013905715150887,99,0.5547726571698363,0,4,9,5,19,3,0.43524239620126787,HIGH
3554,12th,Science,Low,64,253,0.6580985788145415,83,0.33216308290755203,73,0.512144293147169,11,3,3,5,9,2,0.6888577172588677,MEDIUM
3555,9th,Computer Science,Medium,99,14,0.6365736736277386,90,0.9756690562380732,214,0.24322917001767413,8,5,1,6,3,3,0.222625001340403,MEDIUM
3556,10th,Mathematics,Medium,28,36,0.8749368410736683,66,0.5978423292317838,131,0.8594337850372809,15,4,0,8,14,3,0.5917735140149123,MEDIUM
3557,12th,English,Medium,85,154,0.2941222311755971,73,0.7188627718064822,158,0.1401524920935142,6,2,4,5,8,0,0.34139433017073906,MEDIUM
3558,11th,Mathematics,Low,21,26,0.2580794492849798,50,0.4954373634486877,108,0.34069970911359615,7,3,10,1,11,1,0.2642798836454385,HIGH
3559,12th,Computer Science,Medium,56,11,0.3280407353721563,36,0.8308522256036528,182,0.5679245324311561,6,2,9,3,7,1,0.32183647963912915,HIGH
3560,10th,English,Low,56,66,0.9023950444715837,69,0.4377616421258115,96,0.9744383012698447,4,4,7,8,4,2,0.5311086538412713,MEDIUM
3561,10th,English,Low,88,29,0.9469243743918172,26,0.8508383533628601,187,0.8073756480663075,4,1,7,1,15,0,0.414950259226523,MEDIUM
3562,12th,Computer Science,High,65,95,0.6126670938429976,47,0.4614221303345243,101,0.4318041021837652,6,2,9,6,14,1,0.3793883075401728,HIGH
3563,12th,Computer Science,Medium,25,214,0.5512347411134678,29,0.36853855797890045,81,0.7425535514611916,6,7,1,3,16,1,0.6623547539178101,HIGH
3564,9th,Science,High,67,193,0.6448470472113907,46,0.6351757881715625,139,0.9382324492136405,1,3,5,5,0,1,0.6459596463521229,MEDIUM
3565,10th,Computer Science,High,27,134,0.6546768848620247,32,0.8692517648269555,191,0.5849951063833684,1,5,6,0,11,2,0.42599804255334733,HIGH
3566,12th,History,Low,51,289,0.2532742344491462,85,0.5694052875235185,125,0.5157461759508544,15,1,9,7,19,0,0.7916318037136751,MEDIUM
3567,12th,Computer Science,Medium,96,31,0.7177697934608173,79,0.320211555468496,70,0.5976939450468948,6,2,0,5,18,1,0.3604109113520913,MEDIUM
3568,10th,History,Low,86,38,0.507115992113583,62,0.6873167986087846,151,0.3803770370385845,4,2,4,6,4,0,0.2561508148154338,MEDIUM
3569,12th,Computer Science,Low,92,205,0.5656437629632407,88,0.7763299722464692,170,0.9166139296157715,1,3,5,5,14,1,0.6533122385129754,MEDIUM
3570,9th,Science,Medium,87,42,0.12728494390163994,82,0.8184864617352048,180,0.8175536312153293,14,7,6,6,8,2,0.5696881191527984,MEDIUM
3571,10th,History,Low,47,258,0.7881009692779273,89,0.5813474680164987,127,0.7349357011179493,0,7,10,4,2,0,0.6379742804471797,MEDIUM
3572,9th,Mathematics,Medium,59,248,0.8518851651410936,84,0.36791374204468036,80,0.6301828725063784,8,1,8,2,11,1,0.6894064823358848,MEDIUM
3573,9th,History,Medium,35,73,0.6574793985410919,86,0.7090285041243705,155,0.9725273006069695,10,1,2,5,18,2,0.6196775869094545,MEDIUM
3574,9th,Science,Low,76,295,0.7738512717669964,73,0.5306835196667272,116,0.3679351565269784,7,1,7,8,14,2,0.633840729277458,MEDIUM
3575,9th,History,Low,94,273,0.5704354028548917,55,0.962821237592397,211,0.3548216484161646,1,2,9,5,2,2,0.5192619926997992,MEDIUM
3576,10th,Computer Science,High,74,189,0.6565180410807,90,0.6518984756429294,143,0.317924499576864,1,1,2,8,19,1,0.3925031331640789,MEDIUM
3577,9th,Computer Science,Low,58,137,0.4551145286169147,34,0.630586232759285,138,0.7675983897804391,2,2,10,1,17,2,0.5163726892455089,HIGH
3578,9th,Science,Medium,95,281,0.8126868385562613,94,0.5164466726228497,113,0.8175570758868702,3,2,8,0,15,3,0.7416894970214148,MEDIUM
3579,12th,English,High,74,165,0.5214438372380433,37,0.5371505537684835,118,0.6374027585500227,8,6,7,3,14,2,0.5816277700866758,MEDIUM
3580,10th,Computer Science,Medium,49,277,0.7121916139769944,23,0.6589283488559383,144,0.6867853393043055,11,1,8,4,4,3,0.7907141357217222,MEDIUM
3581,10th,Mathematics,High,61,25,0.6592864407575542,30,0.5146653567204964,113,0.4140646881457536,5,4,4,6,9,2,0.26562587525830145,HIGH
3582,11th,Science,Low,24,72,0.7320830665471748,25,0.9246134190578885,203,0.1357817882255941,2,7,10,7,9,2,0.17697938195690432,HIGH
3583,10th,History,Low,64,114,0.8066942876127009,70,0.607312552700376,133,0.3282722592771277,13,5,8,0,12,2,0.4566422370441845,MEDIUM
3584,10th,History,Low,83,50,0.5614421334336956,77,0.504415458809117,110,0.6258729044173833,14,5,2,5,17,1,0.5036824951002866,MEDIUM
3585,11th,Mathematics,Medium,51,170,0.8317593543301018,79,0.4087763834788045,89,0.8316394141459498,7,4,6,0,9,0,0.65265576565838,MEDIUM
3586,10th,Computer Science,High,31,267,0.5475315135444481,37,0.7706455084102506,169,0.7994754805896975,5,1,2,7,15,1,0.7424568589025458,MEDIUM
3587,10th,Science,Medium,85,2,0.9609708905775431,98,0.3180508602999088,69,0.2615386277738631,7,2,5,0,1,1,0.20061545110954526,MEDIUM
3588,10th,Mathematics,High,71,209,0.7774045737533148,86,0.6149970510189582,135,0.14630158906860546,9,3,7,3,17,1,0.45718730229410887,MEDIUM
3589,10th,Computer Science,Low,90,300,0.25402748477145776,36,0.6850852742570567,150,0.8655040359964372,11,4,1,2,3,0,0.8928682810652415,MEDIUM
3590,11th,Science,Medium,51,114,0.8466260242270881,53,0.5378492276162321,118,0.16803030943238645,1,5,7,1,18,0,0.23254545710628796,HIGH
3591,10th,History,Low,54,166,0.5964288947259707,49,0.824872423092504,181,0.4539801365101599,14,5,0,7,4,2,0.5895920546040639,MEDIUM
3592,10th,Science,Medium,25,264,0.9860148621764788,38,0.7729623477865571,170,0.18480309110642412,7,2,3,5,16,0,0.519254569775903,MEDIUM
3593,11th,English,Low,41,226,0.7469371393061746,28,0.9799792912989731,215,0.607643839403746,15,5,6,3,1,1,0.7443908690948318,MEDIUM
3594,12th,Science,Medium,66,150,0.17595167191317196,59,0.6561367595027774,144,0.4270027880687647,10,5,0,2,14,3,0.5041344485608392,HIGH
3595,9th,English,Medium,32,267,0.45546438484931395,63,0.6764686552405681,148,0.2822442560213613,4,2,5,5,5,2,0.5222310357418779,HIGH
3596,12th,Science,High,42,115,0.5655478624059399,78,0.4720875234356755,103,0.6356509013962371,9,1,9,5,17,3,0.5275936938918282,MEDIUM
3597,11th,English,Low,63,87,0.8551122428438217,44,0.5698387235115043,125,0.42705261089172064,13,7,5,4,13,3,0.4601543776900216,MEDIUM
3598,9th,History,High,28,241,0.7564109808967954,90,0.31880241381081276,70,0.25010942654872137,14,6,6,2,11,3,0.6080437706194886,MEDIUM
3599,11th,Computer Science,High,78,39,0.432424063550475,72,0.7824923520183826,172,0.7300777713078367,13,7,8,8,5,0,0.517364441856468,MEDIUM
3600,11th,English,Low,49,181,0.6880894187523661,67,0.518135959778478,113,0.8531274788941388,11,5,6,5,19,1,0.7292509915576555,MEDIUM
3601,10th,English,Medium,63,208,0.6192198171085413,90,0.6782569067666886,149,0.3463683139787456,3,6,2,4,19,2,0.45588065892483165,MEDIUM
3602,9th,History,High,68,272,0.2134473480571662,72,0.47849467748766433,105,0.26778254122165623,2,6,3,6,17,2,0.49644634982199587,HIGH
3603,10th,English,Low,35,118,0.3113728236987405,68,0.734725340237761,161,0.16772667578693207,11,1,0,0,2,2,0.37109067031477283,HIGH
3604,9th,Mathematics,Medium,93,23,0.407010081442883,62,0.613307745067831,134,0.5751119125631858,8,3,4,6,5,3,0.3673780983586077,MEDIUM
3605,11th,History,High,72,257,0.27593506572715265,38,0.6373024566704059,140,0.8481643297720023,9,1,6,0,3,1,0.8019323985754676,MEDIUM
3606,11th,Mathematics,High,21,91,0.235120461247023,85,0.9598249978707283,211,0.3257109055002889,6,2,2,8,18,2,0.33161769553344894,HIGH
3607,12th,History,High,86,160,0.15237799311725836,53,0.794312226186702,174,0.5145739944673845,6,2,5,5,16,1,0.49916293112028715,MEDIUM
3608,9th,English,Medium,61,148,0.8857923090480371,100,0.4833298149200518,106,0.24472310810300182,5,2,2,6,10,0,0.36188924324120075,MEDIUM
